58004	17020	0.273531	8994	6741	1285	10
58005	34039	0.326655	15458	14924	3657	10
58006	34039	0.324246	15610	14784	3645	10
58007	34039	0.326052	15459	14963	3617	10
58008	34039	0.324451	15529	14932	3578	10
58009	34039	0.324114	15520	14973	3546	10
58010	34039	0.326596	15377	15090	3572	10
58011	34039	0.330503	15242	15094	3703	10
58012	34039	0.331884	15142	15200	3697	10
58013	34039	0.333632	15079	15207	3753	10
58014	34039	0.330635	15293	14983	3763	10
58015	34039	0.329783	15349	14929	3761	10
58016	34039	0.32501	15541	14870	3628	10
