Generation	Ne	Frequency	WT	HET	HOM	Fit(WT)	Fit(HET)	Fit(HOM)	Replicate
58009	34039	0.278489	17756	13607	2676	1	1	1	58
58010	34039	0.275743	17929	13448	2662	1	1	1	58
58011	34039	0.276154	17814	13650	2575	1	1	1	58
58012	34039	0.278504	17688	13742	2609	1	1	1	58
58013	34039	0.280032	17562	13890	2587	1	1	1	58
58014	34039	0.279385	17653	13752	2634	1	1	1	58
58015	34039	0.278724	17652	13799	2588	1	1	1	58
58016	34039	0.277402	17775	13643	2621	1	1	1	58
58000	34039	0.160434	23992	9172	875	1	1	1	57
58001	34039	0.16108	23956	9200	883	1	1	1	57
58002	17504	0.181758	12038	4569	897	0.5	0.5	1	57
58003	17760	0.211064	11449	5125	1186	0.5	0.5	1	57
58004	17731	0.243331	10615	5603	1513	0.5	0.5	1	57
58005	18117	0.287575	9767	6280	2070	0.5	0.5	1	57
58006	34039	0.286671	17330	13902	2807	1	1	1	57
58007	34039	0.284997	17410	13856	2773	1	1	1	57
58008	34039	0.284703	17405	13886	2748	1	1	1	57
58009	34039	0.28438	17482	13754	2803	1	1	1	57
58010	34039	0.282103	17583	13707	2749	1	1	1	57
58011	34039	0.282132	17531	13809	2699	1	1	1	57
58012	34039	0.280707	17601	13766	2672	1	1	1	57
58013	34039	0.281104	17623	13695	2721	1	1	1	57
58014	34039	0.279341	17639	13783	2617	1	1	1	57
58015	34039	0.282558	17565	13712	2762	1	1	1	57
58016	34039	0.284247	17403	13921	2715	1	1	1	57
58000	34039	0.160434	23992	9172	875	1	1	1	59
58001	34039	0.161388	23930	9231	878	1	1	1	59
58002	17451	0.1836	11914	4666	871	0.5	0.5	1	59
58003	17590	0.206737	11424	5059	1107	0.5	0.5	1	59
58004	17676	0.238742	10688	5536	1452	0.5	0.5	1	59
58005	18270	0.276081	10112	6228	1930	0.5	0.5	1	59
58006	34039	0.277961	17727	13701	2611	1	1	1	59
58007	34039	0.281838	17560	13771	2708	1	1	1	59
58008	34039	0.28222	17542	13781	2716	1	1	1	59
58009	34039	0.281985	17557	13767	2715	1	1	1	59
58010	34039	0.281368	17596	13731	2712	1	1	1	59
58011	34039	0.281515	17517	13879	2643	1	1	1	59
58012	34039	0.282867	17520	13781	2738	1	1	1	59
58013	34039	0.282029	17540	13798	2701	1	1	1	59
58014	34039	0.281648	17558	13788	2693	1	1	1	59
58015	34039	0.280531	17654	13672	2713	1	1	1	59
58016	34039	0.282074	17487	13901	2651	1	1	1	59
58000	34039	0.160434	23992	9172	875	1	1	1	60
58001	34039	0.160595	23948	9249	842	1	1	1	60
58002	17619	0.179011	12153	4624	842	0.5	0.5	1	60
58003	17689	0.201312	11679	4898	1112	0.5	0.5	1	60
58004	17637	0.234705	10748	5499	1390	0.5	0.5	1	60
58005	18035	0.276601	9973	6147	1915	0.5	0.5	1	60
58006	34039	0.274141	17949	13517	2573	1	1	1	60
58007	34039	0.277402	17811	13571	2657	1	1	1	60
58008	34039	0.276712	17858	13524	2657	1	1	1	60
58009	34039	0.274817	17872	13625	2542	1	1	1	60
58010	34039	0.274083	17882	13655	2502	1	1	1	60
58011	34039	0.277652	17730	13716	2593	1	1	1	60
58012	34039	0.278416	17679	13766	2594	1	1	1	60
58013	34039	0.277065	17758	13700	2581	1	1	1	60
58014	34039	0.277711	17744	13684	2611	1	1	1	60
58015	34039	0.278989	17648	13789	2602	1	1	1	60
58016	34039	0.278871	17663	13767	2609	1	1	1	60
58000	34039	0.160434	23992	9172	875	1	1	1	61
58001	34039	0.161344	23940	9214	885	1	1	1	61
58002	17379	0.182347	11938	4544	897	0.5	0.5	1	61
58003	17746	0.207061	11510	5123	1113	0.5	0.5	1	61
58004	17755	0.238581	10755	5528	1472	0.5	0.5	1	61
58005	17995	0.277605	9895	6209	1891	0.5	0.5	1	61
58006	34039	0.27868	17726	13654	2659	1	1	1	61
58007	34039	0.280531	17595	13790	2654	1	1	1	61
58008	34039	0.278254	17800	13535	2704	1	1	1	61
58009	34039	0.2773	17841	13518	2680	1	1	1	61
58010	34039	0.275625	17858	13598	2583	1	1	1	61
58011	34039	0.278401	17685	13755	2599	1	1	1	61
58012	34039	0.277094	17894	13426	2719	1	1	1	61
58013	34039	0.279297	17618	13828	2593	1	1	1	61
58014	34039	0.279591	17729	13586	2724	1	1	1	61
58015	34039	0.27918	17674	13724	2641	1	1	1	61
58016	34039	0.278049	17759	13631	2649	1	1	1	61
58000	34039	0.160434	23992	9172	875	1	1	1	62
58001	34039	0.161609	23948	9180	911	1	1	1	62
58002	17420	0.181142	11935	4659	826	0.5	0.5	1	62
58003	17517	0.204516	11432	5005	1080	0.5	0.5	1	62
58004	17639	0.234991	10734	5520	1385	0.5	0.5	1	62
58005	18036	0.276641	9929	6235	1872	0.5	0.5	1	62
58006	34039	0.278768	17651	13798	2590	1	1	1	62
58007	34039	0.275889	17860	13576	2603	1	1	1	62
58008	34039	0.275243	17886	13568	2585	1	1	1	62
58009	34039	0.27846	17715	13691	2633	1	1	1	62
58010	34039	0.280561	17640	13698	2701	1	1	1	62
58011	34039	0.280164	17660	13685	2694	1	1	1	62
58012	34039	0.279312	17696	13671	2672	1	1	1	62
58013	34039	0.27965	17590	13860	2589	1	1	1	62
58014	34039	0.282602	17524	13791	2724	1	1	1	62
58015	34039	0.281574	17612	13685	2742	1	1	1	62
58016	34039	0.281236	17567	13798	2674	1	1	1	62
58000	34039	0.160434	23992	9172	875	1	1	1	63
58001	34039	0.16061	23981	9182	876	1	1	1	63
58002	17425	0.182353	11987	4521	917	0.5	0.5	1	63
58003	17421	0.212014	11153	5149	1119	0.5	0.5	1	63
58004	17721	0.250578	10463	5635	1623	0.5	0.5	1	63
58005	18132	0.294452	9575	6436	2121	0.5	0.5	1	63
58006	34039	0.294706	16927	14161	2951	1	1	1	63
58007	34039	0.294045	16970	14120	2949	1	1	1	63
58008	34039	0.292796	16996	14153	2890	1	1	1	63
58009	34039	0.293208	16985	14147	2907	1	1	1	63
58010	34039	0.2898	17205	13939	2895	1	1	1	63
58011	34039	0.290549	17226	13846	2967	1	1	1	63
58012	34039	0.289447	17242	13889	2908	1	1	1	63
58013	34039	0.291063	17111	14041	2887	1	1	1	63
58014	34039	0.291195	17158	13938	2943	1	1	1	63
58015	34039	0.291328	17107	14031	2901	1	1	1	63
58016	34039	0.290358	17168	13975	2896	1	1	1	63
58000	34039	0.160434	23992	9172	875	1	1	1	64
58001	34039	0.160904	23973	9178	888	1	1	1	64
58002	17496	0.181499	11996	4649	851	0.5	0.5	1	64
58003	17570	0.210102	11345	5067	1158	0.5	0.5	1	64
58004	17771	0.246553	10551	5677	1543	0.5	0.5	1	64
58005	18224	0.286381	9829	6352	2043	0.5	0.5	1	64
58006	34039	0.287127	17317	13897	2825	1	1	1	64
58007	34039	0.286627	17348	13869	2822	1	1	1	64
58008	34039	0.287112	17310	13912	2817	1	1	1	64
58009	34039	0.28626	17316	13958	2765	1	1	1	64
58010	34039	0.284365	17474	13771	2794	1	1	1	64
58011	34039	0.286495	17399	13776	2864	1	1	1	64
58012	34039	0.284468	17395	13922	2722	1	1	1	64
58013	34039	0.284776	17365	13961	2713	1	1	1	64
58014	34039	0.285393	17387	13875	2777	1	1	1	64
58015	34039	0.28532	17360	13934	2745	1	1	1	64
58016	34039	0.285966	17324	13962	2753	1	1	1	64
58000	34039	0.160434	23992	9172	875	1	1	1	65
58001	34039	0.162681	23795	9413	831	1	1	1	65
58002	17219	0.184186	11749	4597	873	0.5	0.5	1	65
58003	17631	0.206369	11450	5085	1096	0.5	0.5	1	65
58004	17753	0.23703	10765	5560	1428	0.5	0.5	1	65
58005	17947	0.274196	9964	6124	1859	0.5	0.5	1	65
58006	34039	0.270454	18115	13436	2488	1	1	1	65
58007	34039	0.271497	17995	13605	2439	1	1	1	65
58008	34039	0.272526	17987	13551	2501	1	1	1	65
58009	34039	0.274641	17988	13405	2646	1	1	1	65
58010	34039	0.272012	17951	13658	2430	1	1	1	65
58011	34039	0.273848	17953	13529	2557	1	1	1	65
58012	34039	0.270587	18174	13309	2556	1	1	1	65
58013	34039	0.273319	17986	13499	2554	1	1	1	65
58014	34039	0.274905	17837	13689	2513	1	1	1	65
58015	34039	0.272555	18025	13473	2541	1	1	1	65
58016	34039	0.274024	17899	13625	2515	1	1	1	65
58000	34039	0.160434	23992	9172	875	1	1	1	66
58001	34039	0.161623	23885	9305	849	1	1	1	66
58002	17463	0.184962	11931	4604	928	0.5	0.5	1	66
58003	17632	0.208314	11386	5146	1100	0.5	0.5	1	66
58004	17545	0.240781	10600	5441	1504	0.5	0.5	1	66
58005	18039	0.282943	9837	6196	2006	0.5	0.5	1	66
58006	34039	0.282896	17518	13783	2738	1	1	1	66
58007	34039	0.284923	17367	13947	2725	1	1	1	66
58008	34039	0.28933	17179	14023	2837	1	1	1	66
58009	34039	0.288302	17237	13977	2825	1	1	1	66
58010	34039	0.288963	17208	13990	2841	1	1	1	66
58011	34039	0.288081	17273	13920	2846	1	1	1	66
58012	34039	0.290505	17131	14039	2869	1	1	1	66
58013	34039	0.291577	17080	14068	2891	1	1	1	66
58014	34039	0.291739	17117	13983	2939	1	1	1	66
58015	34039	0.290006	17142	14051	2846	1	1	1	66
58016	34039	0.289021	17218	13966	2855	1	1	1	66
58000	34039	0.160434	23992	9172	875	1	1	1	67
58001	34039	0.161242	23979	9143	917	1	1	1	67
58002	17476	0.180219	12049	4555	872	0.5	0.5	1	67
58003	17626	0.204102	11548	4961	1117	0.5	0.5	1	67
58004	17738	0.239627	10667	5641	1430	0.5	0.5	1	67
58005	17958	0.283216	9802	6140	2016	0.5	0.5	1	67
58006	34039	0.281501	17544	13826	2669	1	1	1	67
58007	34039	0.280972	17594	13762	2683	1	1	1	67
58008	34039	0.280002	17664	13688	2687	1	1	1	67
58009	34039	0.282367	17577	13701	2761	1	1	1	67
58010	34039	0.280076	17661	13689	2689	1	1	1	67
58011	34039	0.277902	17777	13605	2657	1	1	1	67
58012	34039	0.277226	17774	13657	2608	1	1	1	67
58013	34039	0.277931	17809	13539	2691	1	1	1	67
58014	34039	0.280854	17666	13626	2747	1	1	1	67
58015	34039	0.280384	17731	13528	2780	1	1	1	67
58016	34039	0.280135	17707	13593	2739	1	1	1	67
58000	34039	0.160434	23992	9172	875	1	1	1	68
58001	34039	0.160272	23980	9207	852	1	1	1	68
58002	17466	0.18015	12040	4559	867	0.5	0.5	1	68
58003	17496	0.204075	11460	4931	1105	0.5	0.5	1	68
58004	17734	0.235508	10853	5409	1472	0.5	0.5	1	68
58005	17838	0.273741	9873	6164	1801	0.5	0.5	1	68
58006	34039	0.27279	18034	13439	2566	1	1	1	68
58007	34039	0.270557	18132	13395	2512	1	1	1	68
58008	34039	0.270925	18071	13492	2476	1	1	1	68
58009	34039	0.271336	18040	13526	2473	1	1	1	68
58010	34039	0.272922	17905	13688	2446	1	1	1	68
58011	34039	0.271909	18042	13483	2514	1	1	1	68
58012	34039	0.272364	18006	13524	2509	1	1	1	68
58013	34039	0.273818	17908	13621	2510	1	1	1	68
58014	34039	0.27257	18013	13496	2530	1	1	1	68
58015	34039	0.270308	18151	13374	2514	1	1	1	68
58016	34039	0.271586	18141	13307	2591	1	1	1	68
58000	34039	0.160434	23992	9172	875	1	1	1	69
58001	34039	0.160595	23937	9271	831	1	1	1	69
58002	17582	0.181151	12072	4650	860	0.5	0.5	1	69
58003	17549	0.212434	11245	5152	1152	0.5	0.5	1	69
58004	17939	0.249819	10546	5823	1570	0.5	0.5	1	69
58005	18152	0.291263	9665	6400	2087	0.5	0.5	1	69
58006	34039	0.293428	17006	14090	2943	1	1	1	69
58007	34039	0.29265	17049	14057	2933	1	1	1	69
58008	34039	0.292503	17035	14095	2909	1	1	1	69
58009	34039	0.297923	16745	14306	2988	1	1	1	69
58010	34039	0.297497	16868	14089	3082	1	1	1	69
58011	34039	0.298011	16732	14326	2981	1	1	1	69
58012	34039	0.300317	16626	14381	3032	1	1	1	69
58013	34039	0.299509	16703	14282	3054	1	1	1	69
58014	34039	0.300449	16623	14378	3038	1	1	1	69
58015	34039	0.298466	16718	14323	2998	1	1	1	69
58016	34039	0.300273	16663	14310	3066	1	1	1	69
58000	34039	0.160434	23992	9172	875	1	1	1	70
58001	34039	0.158642	24110	9058	871	1	1	1	70
58002	17502	0.177894	12122	4533	847	0.5	0.5	1	70
58003	17688	0.2035	11582	5013	1093	0.5	0.5	1	70
58004	17699	0.235183	10755	5563	1381	0.5	0.5	1	70
58005	17950	0.274039	10008	6046	1896	0.5	0.5	1	70
58006	34039	0.269191	18206	13340	2493	1	1	1	70
58007	34039	0.267208	18235	13417	2387	1	1	1	70
58008	34039	0.267884	18189	13463	2387	1	1	1	70
58009	34039	0.2664	18316	13310	2413	1	1	1	70
58010	34039	0.266386	18325	13293	2421	1	1	1	70
58011	34039	0.267752	18222	13406	2411	1	1	1	70
58012	34039	0.269808	18133	13444	2462	1	1	1	70
58013	34039	0.269309	18210	13324	2505	1	1	1	70
58014	34039	0.269793	18145	13421	2473	1	1	1	70
58015	34039	0.269793	18234	13243	2562	1	1	1	70
58016	34039	0.27113	18074	13472	2493	1	1	1	70
58000	34039	0.160434	23992	9172	875	1	1	1	72
58001	34039	0.162314	23895	9238	906	1	1	1	72
58002	17423	0.184297	11898	4628	897	0.5	0.5	1	72
58003	17645	0.214423	11285	5153	1207	0.5	0.5	1	72
58004	17744	0.253804	10373	5735	1636	0.5	0.5	1	72
58005	18237	0.294868	9668	6383	2186	0.5	0.5	1	72
58006	34039	0.292958	16993	14148	2898	1	1	1	72
58007	34039	0.291107	17152	13956	2931	1	1	1	72
58008	34039	0.292517	16976	14212	2851	1	1	1	72
58009	34039	0.290711	17127	14033	2879	1	1	1	72
58010	34039	0.290285	17126	14064	2849	1	1	1	72
58011	34039	0.289917	17145	14051	2843	1	1	1	72
58012	34039	0.289609	17255	13852	2932	1	1	1	72
58013	34039	0.29027	17139	14039	2861	1	1	1	72
58014	34039	0.287523	17327	13850	2862	1	1	1	72
58015	34039	0.287171	17276	13976	2787	1	1	1	72
58016	34039	0.286759	17301	13954	2784	1	1	1	72
58000	34039	0.160434	23992	9172	875	1	1	1	71
58001	34039	0.162152	23876	9287	876	1	1	1	71
58002	17372	0.1855	11845	4609	918	0.5	0.5	1	71
58003	17462	0.213435	11195	5080	1187	0.5	0.5	1	71
58004	17721	0.24818	10490	5666	1565	0.5	0.5	1	71
58005	18120	0.291501	9620	6436	2064	0.5	0.5	1	71
58006	34039	0.291474	17098	14039	2902	1	1	1	71
58007	34039	0.289917	17246	13849	2944	1	1	1	71
58008	34039	0.289506	17142	14085	2812	1	1	1	71
58009	34039	0.286921	17331	13883	2825	1	1	1	71
58010	34039	0.283689	17477	13811	2751	1	1	1	71
58011	34039	0.283175	17493	13814	2732	1	1	1	71
58012	34039	0.282206	17585	13696	2758	1	1	1	71
58013	34039	0.281089	17541	13860	2638	1	1	1	71
58014	34039	0.282661	17488	13859	2692	1	1	1	71
58015	34039	0.282118	17477	13918	2644	1	1	1	71
58016	34039	0.28344	17445	13892	2702	1	1	1	71
58000	34039	0.160434	23992	9172	875	1	1	1	73
58001	34039	0.162196	23924	9188	927	1	1	1	73
58002	17520	0.184503	11945	4685	890	0.5	0.5	1	73
58003	17586	0.213664	11195	5267	1124	0.5	0.5	1	73
58004	17720	0.245909	10499	5727	1494	0.5	0.5	1	73
58005	18079	0.290696	9666	6315	2098	0.5	0.5	1	73
58006	34039	0.290696	17151	13986	2902	1	1	1	73
58007	34039	0.290461	17155	13994	2890	1	1	1	73
58008	34039	0.290197	17176	13970	2893	1	1	1	73
58009	34039	0.28958	17185	13994	2860	1	1	1	73
58010	34039	0.290035	17157	14019	2863	1	1	1	73
58011	34039	0.289418	17239	13897	2903	1	1	1	73
58012	34039	0.292165	17111	13966	2962	1	1	1	73
58013	34039	0.290108	17156	14016	2867	1	1	1	73
58014	34039	0.289183	17251	13889	2899	1	1	1	73
58015	34039	0.290167	17127	14070	2842	1	1	1	73
58016	34039	0.292224	17004	14176	2859	1	1	1	73
58000	34039	0.160434	23992	9172	875	1	1	1	74
58001	34039	0.15967	24055	9098	886	1	1	1	74
58002	17454	0.178612	12098	4477	879	0.5	0.5	1	74
58003	17719	0.207263	11504	5085	1130	0.5	0.5	1	74
58004	17911	0.242058	10757	5637	1517	0.5	0.5	1	74
58005	18002	0.287551	9702	6247	2053	0.5	0.5	1	74
58006	34039	0.286789	17357	13840	2842	1	1	1	74
58007	34039	0.285775	17339	13945	2755	1	1	1	74
58008	34039	0.285364	17324	14003	2712	1	1	1	74
58009	34039	0.281853	17532	13826	2681	1	1	1	74
58010	34039	0.280737	17627	13712	2700	1	1	1	74
58011	34039	0.280516	17606	13769	2664	1	1	1	74
58012	34039	0.278768	17717	13666	2656	1	1	1	74
58013	34039	0.279048	17714	13653	2672	1	1	1	74
58014	34039	0.277623	17745	13688	2606	1	1	1	74
58015	34039	0.277344	17811	13575	2653	1	1	1	74
58016	34039	0.280267	17669	13660	2710	1	1	1	74
58000	34039	0.160434	23992	9172	875	1	1	1	75
58001	34039	0.159435	24010	9204	825	1	1	1	75
58002	17436	0.177592	12120	4439	877	0.5	0.5	1	75
58003	17412	0.204572	11382	4936	1094	0.5	0.5	1	75
58004	17785	0.237335	10747	5634	1404	0.5	0.5	1	75
58005	18179	0.279526	9976	6243	1960	0.5	0.5	1	75
58006	34039	0.280428	17562	13863	2614	1	1	1	75
58007	34039	0.28485	17375	13936	2728	1	1	1	75
58008	34039	0.286025	17405	13796	2838	1	1	1	75
58009	34039	0.284438	17419	13876	2744	1	1	1	75
58010	34039	0.284497	17383	13944	2712	1	1	1	75
58011	34039	0.286451	17338	13901	2800	1	1	1	75
58012	34039	0.286583	17380	13808	2851	1	1	1	75
58013	34039	0.285937	17373	13866	2800	1	1	1	75
58014	34039	0.285276	17409	13839	2791	1	1	1	75
58015	34039	0.288023	17261	13948	2830	1	1	1	75
58016	34039	0.288772	17251	13917	2871	1	1	1	75
58000	34039	0.160434	23992	9172	875	1	1	1	76
58001	34039	0.162505	23914	9187	938	1	1	1	76
58002	17407	0.180445	12010	4512	885	0.5	0.5	1	76
58003	17695	0.205482	11536	5046	1113	0.5	0.5	1	76
58004	17741	0.239333	10693	5604	1444	0.5	0.5	1	76
58005	18064	0.283077	9824	6253	1987	0.5	0.5	1	76
58006	34039	0.28106	17628	13688	2723	1	1	1	76
58007	34039	0.280267	17665	13668	2706	1	1	1	76
58008	34039	0.278901	17796	13499	2744	1	1	1	76
58009	34039	0.281016	17640	13667	2732	1	1	1	76
58010	34039	0.280825	17594	13772	2673	1	1	1	76
58011	34039	0.280487	17623	13737	2679	1	1	1	76
58012	34039	0.28059	17624	13728	2687	1	1	1	76
58013	34039	0.281222	17600	13733	2706	1	1	1	76
58014	34039	0.281266	17609	13712	2718	1	1	1	76
58015	34039	0.282074	17582	13711	2746	1	1	1	76
58016	34039	0.283322	17484	13822	2733	1	1	1	76
58000	34039	0.160434	23992	9172	875	1	1	1	77
58001	34039	0.160889	23968	9189	882	1	1	1	77
58002	17514	0.181912	11992	4672	850	0.5	0.5	1	77
58003	17525	0.207161	11389	5011	1125	0.5	0.5	1	77
58004	17727	0.242596	10534	5785	1408	0.5	0.5	1	77
58005	18013	0.284739	9763	6242	2008	0.5	0.5	1	77
58006	34039	0.283689	17419	13927	2693	1	1	1	77
58007	34039	0.28388	17502	13748	2789	1	1	1	77
58008	34039	0.285863	17356	13905	2778	1	1	1	77
58009	34039	0.286671	17256	14050	2733	1	1	1	77
58010	34039	0.288067	17223	14021	2795	1	1	1	77
58011	34039	0.291093	17145	13971	2923	1	1	1	77
58012	34039	0.289227	17231	13926	2882	1	1	1	77
58013	34039	0.287024	17300	13938	2801	1	1	1	77
58014	34039	0.290329	17072	14169	2798	1	1	1	77
58015	34039	0.290828	17125	14029	2885	1	1	1	77
58016	34039	0.292121	17073	14045	2921	1	1	1	77
58000	34039	0.160434	23992	9172	875	1	1	1	78
58001	34039	0.160992	23994	9130	915	1	1	1	78
58002	17551	0.181898	12028	4661	862	0.5	0.5	1	78
58003	17628	0.203029	11616	4866	1146	0.5	0.5	1	78
58004	17875	0.236979	10858	5562	1455	0.5	0.5	1	78
58005	17981	0.279045	9900	6127	1954	0.5	0.5	1	78
58006	34039	0.278225	17720	13697	2622	1	1	1	78
58007	34039	0.279606	17628	13787	2624	1	1	1	78
58008	34039	0.277946	17727	13702	2610	1	1	1	78
58009	34039	0.275698	17879	13551	2609	1	1	1	78
58010	34039	0.276213	17812	13650	2577	1	1	1	78
58011	34039	0.274244	17956	13496	2587	1	1	1	78
58012	34039	0.274332	17902	13598	2539	1	1	1	78
58013	34039	0.274156	17952	13510	2577	1	1	1	78
58014	34039	0.274905	17855	13653	2531	1	1	1	78
58015	34039	0.27561	17896	13523	2620	1	1	1	78
58016	34039	0.275331	17909	13516	2614	1	1	1	78
58000	34039	0.160434	23992	9172	875	1	1	1	79
58001	34039	0.159068	24048	9153	838	1	1	1	79
58002	17544	0.182085	11999	4701	844	0.5	0.5	1	79
58003	17671	0.211109	11393	5095	1183	0.5	0.5	1	79
58004	17707	0.245327	10490	5746	1471	0.5	0.5	1	79
58005	18053	0.292001	9589	6385	2079	0.5	0.5	1	79
58006	34039	0.290534	17193	13913	2933	1	1	1	79
58007	34039	0.289726	17201	13952	2886	1	1	1	79
58008	34039	0.290299	17168	13979	2892	1	1	1	79
58009	34039	0.290167	17152	14020	2867	1	1	1	79
58010	34039	0.290564	17209	13879	2951	1	1	1	79
58011	34039	0.29146	17019	14198	2822	1	1	1	79
58012	34039	0.292532	17090	13983	2966	1	1	1	79
58013	34039	0.288757	17268	13884	2887	1	1	1	79
58014	34039	0.288919	17185	14039	2815	1	1	1	79
58015	34039	0.289506	17160	14049	2830	1	1	1	79
58016	34039	0.288493	17264	13910	2865	1	1	1	79
58000	34039	0.160434	23992	9172	875	1	1	1	80
58001	34039	0.158788	24064	9140	835	1	1	1	80
58002	17413	0.178947	12013	4568	832	0.5	0.5	1	80
58003	17796	0.205215	11571	5146	1079	0.5	0.5	1	80
58004	17864	0.239924	10775	5606	1483	0.5	0.5	1	80
58005	17982	0.282338	9866	6078	2038	0.5	0.5	1	80
58006	34039	0.283719	17454	13855	2730	1	1	1	80
58007	34039	0.282411	17552	13748	2739	1	1	1	80
58008	34039	0.283777	17517	13725	2797	1	1	1	80
58009	34039	0.283763	17435	13890	2714	1	1	1	80
58010	34039	0.285511	17343	13955	2741	1	1	1	80
58011	34039	0.284864	17425	13835	2779	1	1	1	80
58012	34039	0.28482	17445	13798	2796	1	1	1	80
58013	34039	0.284541	17389	13929	2721	1	1	1	80
58014	34039	0.281809	17512	13869	2658	1	1	1	80
58015	34039	0.280311	17645	13705	2689	1	1	1	80
58016	34039	0.280237	17655	13690	2694	1	1	1	80
58000	34039	0.160434	23992	9172	875	1	1	1	82
58001	34039	0.159023	24060	9132	847	1	1	1	82
58002	17500	0.179457	12083	4553	864	0.5	0.5	1	82
58003	17781	0.204375	11639	5016	1126	0.5	0.5	1	82
58004	17636	0.238971	10659	5525	1452	0.5	0.5	1	82
58005	18057	0.284903	9825	6175	2057	0.5	0.5	1	82
58006	34039	0.282132	17504	13863	2672	1	1	1	82
58007	34039	0.281853	17608	13674	2757	1	1	1	82
58008	34039	0.281824	17520	13852	2667	1	1	1	82
58009	34039	0.283146	17448	13906	2685	1	1	1	82
58010	34039	0.284203	17405	13920	2714	1	1	1	82
58011	34039	0.284233	17376	13976	2687	1	1	1	82
58012	34039	0.286025	17326	13954	2759	1	1	1	82
58013	34039	0.283836	17536	13683	2820	1	1	1	82
58014	34039	0.28532	17355	13944	2740	1	1	1	82
58015	34039	0.286612	17300	13966	2773	1	1	1	82
58016	34039	0.286289	17334	13920	2785	1	1	1	82
58000	34039	0.160434	23992	9172	875	1	1	1	83
58001	34039	0.160713	24010	9117	912	1	1	1	83
58002	17439	0.181117	11989	4583	867	0.5	0.5	1	83
58003	17549	0.208986	11323	5117	1109	0.5	0.5	1	83
58004	17716	0.241223	10657	5571	1488	0.5	0.5	1	83
58005	18082	0.282657	9851	6240	1991	0.5	0.5	1	83
58006	34039	0.287347	17310	13896	2833	1	1	1	83
58007	34039	0.288169	17244	13972	2823	1	1	1	83
58008	34039	0.290534	17166	13967	2906	1	1	1	83
58009	34039	0.288258	17295	13864	2880	1	1	1	83
58010	34039	0.290138	17135	14056	2848	1	1	1	83
58011	34039	0.292576	16990	14180	2869	1	1	1	83
58012	34039	0.292238	17086	14011	2942	1	1	1	83
58013	34039	0.290887	17136	14003	2900	1	1	1	83
58014	34039	0.293663	16964	14158	2917	1	1	1	83
58015	34039	0.296337	16874	14156	3009	1	1	1	83
58016	34039	0.295338	16987	13998	3054	1	1	1	83
58000	34039	0.160434	23992	9172	875	1	1	1	81
58001	34039	0.160228	24040	9090	909	1	1	1	81
58002	17390	0.180995	11973	4539	878	0.5	0.5	1	81
58003	17579	0.204107	11498	4986	1095	0.5	0.5	1	81
58004	17925	0.235537	10874	5658	1393	0.5	0.5	1	81
58005	18015	0.276686	9980	6101	1934	0.5	0.5	1	81
58006	34039	0.276389	17832	13598	2609	1	1	1	81
58007	34039	0.275434	17899	13529	2611	1	1	1	81
58008	34039	0.276154	17817	13644	2578	1	1	1	81
58009	34039	0.276976	17767	13688	2584	1	1	1	81
58010	34039	0.275155	17823	13700	2516	1	1	1	81
58011	34039	0.274626	17921	13540	2578	1	1	1	81
58012	34039	0.27351	17939	13580	2520	1	1	1	81
58013	34039	0.27564	17856	13601	2582	1	1	1	81
58014	34039	0.273113	18007	13471	2561	1	1	1	81
58015	34039	0.271923	18068	13430	2541	1	1	1	81
58016	34039	0.270425	18194	13280	2565	1	1	1	81
58000	34039	0.160434	23992	9172	875	1	1	1	84
58001	34039	0.16177	23919	9227	893	1	1	1	84
58002	17471	0.184277	11925	4653	893	0.5	0.5	1	84
58003	17564	0.208694	11379	5039	1146	0.5	0.5	1	84
58004	17696	0.243332	10608	5564	1524	0.5	0.5	1	84
58005	17977	0.282722	9804	6181	1992	0.5	0.5	1	84
58006	34039	0.281442	17596	13726	2717	1	1	1	84
58007	34039	0.280766	17582	13800	2657	1	1	1	84
58008	34039	0.281692	17566	13769	2704	1	1	1	84
58009	34039	0.283234	17495	13806	2738	1	1	1	84
58010	34039	0.284292	17441	13842	2756	1	1	1	84
58011	34039	0.281368	17567	13789	2683	1	1	1	84
58012	34039	0.27846	17780	13561	2698	1	1	1	84
58013	34039	0.282	17498	13884	2657	1	1	1	84
58014	34039	0.280105	17660	13689	2690	1	1	1	84
58015	34039	0.276932	17828	13569	2642	1	1	1	84
58016	34039	0.276418	17798	13664	2577	1	1	1	84
58000	34039	0.160434	23992	9172	875	1	1	1	86
58001	34039	0.160243	24008	9153	878	1	1	1	86
58002	17378	0.181177	11959	4541	878	0.5	0.5	1	86
58003	17716	0.207101	11530	5034	1152	0.5	0.5	1	86
58004	17842	0.241369	10702	5667	1473	0.5	0.5	1	86
58005	17956	0.283109	9778	6189	1989	0.5	0.5	1	86
58006	34039	0.285614	17357	13920	2762	1	1	1	86
58007	34039	0.285217	17344	13973	2722	1	1	1	86
58008	34039	0.282059	17560	13756	2723	1	1	1	86
58009	34039	0.284644	17476	13748	2815	1	1	1	86
58010	34039	0.284629	17458	13785	2796	1	1	1	86
58011	34039	0.27965	17711	13618	2710	1	1	1	86
58012	34039	0.280751	17642	13681	2716	1	1	1	86
58013	34039	0.282823	17519	13786	2734	1	1	1	86
58014	34039	0.28269	17526	13781	2732	1	1	1	86
58015	34039	0.284527	17512	13684	2843	1	1	1	86
58016	34039	0.282397	17560	13733	2746	1	1	1	86
58000	34039	0.160434	23992	9172	875	1	1	1	85
