Generation	Ne	Frequency	WT	HET	HOM	Replicate
58003	17695	0.21102	11007	5908	780	76
58004	17741	0.242912	10160	6543	1038	76
58005	18064	0.279811	9333	7353	1378	76
58006	34039	0.279782	17606	13819	2614	76
58007	34039	0.27918	17668	13736	2635	76
58008	34039	0.280634	17666	13641	2732	76
58009	34039	0.281559	17579	13752	2708	76
58010	34039	0.280502	17625	13732	2682	76
58011	34039	0.278886	17714	13664	2661	76
58012	34039	0.276374	17824	13615	2600	76
58013	34039	0.275258	17932	13475	2632	76
58014	34039	0.276448	17818	13622	2599	76
58015	34039	0.274097	17895	13628	2516	76
58016	34039	0.273569	17983	13488	2568	76
58000	34039	0.160434	23992	9172	875	77
58001	34039	0.15801	24122	9077	840	77
58002	17514	0.179428	11799	5145	570	77
58003	17525	0.206305	11067	5685	773	77
58004	17727	0.24034	10207	6519	1001	77
58005	18013	0.282379	9295	7263	1455	77
58006	34039	0.282294	17541	13778	2720	77
58007	34039	0.281427	17650	13619	2770	77
58008	34039	0.278651	17756	13596	2687	77
58009	34039	0.278313	17780	13571	2688	77
58010	34039	0.280693	17608	13753	2678	77
58011	34039	0.283498	17464	13850	2725	77
58012	34039	0.284218	17474	13781	2784	77
58013	34039	0.285085	17353	13964	2722	77
58014	34039	0.288963	17238	13930	2871	77
58015	34039	0.288522	17227	13982	2830	77
58016	34039	0.288845	17171	14072	2796	77
58000	34039	0.160434	23992	9172	875	78
58001	34039	0.159978	24029	9129	881	78
58002	17551	0.18244	11701	5296	554	78
58003	17628	0.212616	10967	5826	835	78
58004	17875	0.248895	10099	6654	1122	78
58005	17981	0.292753	9013	7408	1560	78
58006	34039	0.294735	16960	14093	2986	78
58007	34039	0.295764	16849	14245	2945	78
58008	34039	0.298437	16659	14443	2937	78
58009	34039	0.298026	16849	14091	3099	78
58010	34039	0.298555	16802	14149	3088	78
58011	34039	0.297864	16792	14216	3031	78
58012	34039	0.298672	16767	14211	3061	78
58013	34039	0.298584	16760	14231	3048	78
58014	34039	0.298981	16777	14170	3092	78
58015	34039	0.300273	16663	14310	3066	78
58016	34039	0.301301	16589	14388	3062	78
58000	34039	0.160434	23992	9172	875	79
58001	34039	0.161065	23926	9261	852	79
58002	17544	0.183966	11666	5301	577	79
58003	17671	0.209496	11037	5864	770	79
58004	17707	0.239651	10233	6461	1013	79
58005	18053	0.27807	9426	7214	1413	79
58006	34039	0.280443	17578	13830	2631	79
58007	34039	0.279914	17701	13620	2718	79
58008	34039	0.27987	17710	13605	2724	79
58009	34039	0.278915	17708	13674	2657	79
58010	34039	0.277652	17761	13654	2624	79
58011	34039	0.278592	17743	13626	2670	79
58012	34039	0.280179	17660	13684	2695	79
58013	34039	0.280311	17643	13709	2687	79
58014	34039	0.280546	17637	13705	2697	79
58015	34039	0.282294	17471	13918	2650	79
58016	34039	0.284541	17355	13997	2687	79
58000	34039	0.160434	23992	9172	875	80
58001	34039	0.161667	23915	9242	882	80
58002	17413	0.180095	11694	5166	553	80
58003	17796	0.203922	11254	5826	716	80
58004	17864	0.23427	10460	6438	966	80
58005	17982	0.271883	9551	7084	1347	80
58006	34039	0.269911	18113	13477	2449	80
58007	34039	0.272202	18025	13497	2517	80
58008	34039	0.270175	18180	13325	2534	80
58009	34039	0.269588	18189	13347	2503	80
58010	34039	0.270264	18088	13503	2448	80
58011	34039	0.269294	18141	13463	2435	80
58012	34039	0.267502	18270	13327	2442	80
58013	34039	0.267781	18280	13288	2471	80
58014	34039	0.265225	18385	13252	2402	80
58015	34039	0.267223	18298	13290	2451	80
58016	34039	0.266268	18368	13215	2456	80
58000	34039	0.160434	23992	9172	875	81
58001	34039	0.161065	23939	9235	865	81
58002	17390	0.184675	11566	5225	599	81
58003	17579	0.211701	10920	5875	784	81
58004	17925	0.246192	10178	6668	1079	81
58005	18015	0.292173	8997	7509	1509	81
58006	34039	0.290123	17201	13925	2913	81
58007	34039	0.290358	17143	14025	2871	81
58008	34039	0.290828	17065	14149	2825	81
58009	34039	0.290035	17141	14051	2847	81
58010	34039	0.291871	17097	14014	2928	81
58011	34039	0.297027	16815	14227	2997	81
58012	34039	0.297379	16798	14237	3004	81
58013	34039	0.298613	16758	14233	3048	81
58014	34039	0.298569	16743	14266	3030	81
58015	34039	0.298981	16754	14216	3069	81
58016	34039	0.298569	16771	14210	3058	81
58000	34039	0.160434	23992	9172	875	82
58001	34039	0.160199	23955	9262	822	82
58002	17500	0.181429	11700	5250	550	82
58003	17781	0.205275	11221	5820	740	82
58004	17636	0.237214	10246	6413	977	82
58005	18057	0.273467	9486	7266	1305	82
58006	34039	0.27564	17883	13547	2609	82
58007	34039	0.276888	17809	13610	2620	82
58008	34039	0.279811	17676	13677	2686	82
58009	34039	0.278269	17721	13692	2626	82
58010	34039	0.277872	17705	13751	2583	82
58011	34039	0.276227	17827	13619	2593	82
58012	34039	0.275816	17860	13581	2598	82
58013	34039	0.275581	17908	13501	2630	82
58014	34039	0.273334	17960	13550	2529	82
58015	34039	0.276022	17867	13553	2619	82
58016	34039	0.275317	17818	13699	2522	82
58000	34039	0.160434	23992	9172	875	83
58001	34039	0.159479	24026	9169	844	83
58002	17439	0.178164	11811	5042	586	83
58003	17549	0.205966	11069	5731	749	83
58004	17716	0.243537	10152	6499	1065	83
58005	18082	0.286003	9230	7361	1491	83
58006	34039	0.28438	17456	13806	2777	83
58007	34039	0.286304	17360	13867	2812	83
58008	34039	0.285349	17433	13786	2820	83
58009	34039	0.28222	17478	13909	2652	83
58010	34039	0.282029	17542	13794	2703	83
58011	34039	0.279753	17698	13637	2704	83
58012	34039	0.279944	17634	13752	2653	83
58013	34039	0.281706	17610	13680	2749	83
58014	34039	0.279106	17657	13763	2619	83
58015	34039	0.279062	17668	13744	2627	83
58016	34039	0.278827	17712	13672	2655	83
58000	34039	0.160434	23992	9172	875	84
58001	34039	0.160287	23978	9210	851	84
58002	17471	0.181215	11712	5186	573	84
58003	17564	0.206502	11038	5798	728	84
58004	17696	0.234149	10352	6401	943	84
58005	17977	0.269594	9558	7145	1274	84
58006	34039	0.270234	18156	13369	2514	84
58007	34039	0.270822	18011	13619	2409	84
58008	34039	0.273569	18000	13454	2585	84
58009	34039	0.272746	17956	13598	2485	84
58010	34039	0.273054	17968	13553	2518	84
58011	34039	0.277814	17792	13581	2666	84
58012	34039	0.279209	17638	13794	2607	84
58013	34039	0.279562	17623	13800	2616	84
58014	34039	0.279077	17669	13741	2629	84
58015	34039	0.281736	17627	13644	2768	84
58016	34039	0.280105	17663	13683	2693	84
58000	34039	0.160434	23992	9172	875	85
58001	34039	0.161168	23906	9294	839	85
58002	17481	0.183399	11644	5262	575	85
58003	17699	0.207724	11086	5873	740	85
58004	17729	0.239579	10271	6421	1037	85
58005	18154	0.278864	9426	7331	1397	85
58006	34039	0.281985	17541	13799	2699	85
58007	34039	0.281824	17530	13832	2677	85
58008	34039	0.285496	17392	13858	2789	85
58009	34039	0.282029	17536	13806	2697	85
58010	34039	0.283939	17481	13786	2772	85
58011	34039	0.285966	17300	14010	2729	85
58012	34039	0.289315	17209	13964	2866	85
58013	34039	0.290681	17127	14035	2877	85
58014	34039	0.289095	17204	13989	2846	85
58015	34039	0.288522	17228	13980	2831	85
58016	34039	0.287905	17187	14104	2748	85
58000	34039	0.160434	23992	9172	875	86
58001	34039	0.161212	23992	9119	928	86
58002	17378	0.18322	11608	5172	598	86
58003	17716	0.210629	11028	5913	775	86
58004	17842	0.243863	10214	6554	1074	86
58005	17956	0.286367	9130	7368	1458	86
58006	34039	0.285393	17432	13785	2822	86
58007	34039	0.28864	17191	14046	2802	86
58008	34039	0.287861	17306	13869	2864	86
58009	34039	0.291063	17096	14071	2872	86
58010	34039	0.292973	17061	14011	2967	86
58011	34039	0.296939	16768	14327	2944	86
58012	34039	0.297864	16757	14286	2996	86
58013	34039	0.297923	16833	14130	3076	86
58014	34039	0.298981	16715	14294	3030	86
58015	34039	0.299509	16642	14404	2993	86
58016	34039	0.301478	16641	14272	3126	86
58000	34039	0.160434	23992	9172	875	87
58001	34039	0.15823	24150	9006	883	87
58002	17402	0.181301	11679	5136	587	87
58003	17518	0.208871	10980	5758	780	87
58004	17778	0.246288	10090	6619	1069	87
58005	18035	0.286914	9160	7401	1474	87
58006	34039	0.28601	17337	13933	2769	87
58007	34039	0.28789	17285	13909	2845	87
58008	34039	0.287876	17220	14040	2779	87
58009	34039	0.288786	17138	14142	2759	87
58010	34039	0.289095	17166	14065	2808	87
58011	34039	0.288904	17194	14022	2823	87
58012	34039	0.288698	17319	13786	2934	87
58013	34039	0.288081	17234	13998	2807	87
58014	34039	0.288243	17185	14085	2769	87
58015	34039	0.289756	17098	14156	2785	87
58016	34039	0.288816	17212	13992	2835	87
58000	34039	0.160434	23992	9172	875	88
58001	34039	0.16086	23989	9149	901	88
58002	17492	0.180883	11720	5216	556	88
58003	17572	0.206266	11074	5747	751	88
58004	17942	0.236317	10425	6554	963	88
58005	18026	0.274659	9517	7116	1393	88
58006	34039	0.271923	18007	13552	2480	88
58007	34039	0.273378	17990	13487	2562	88
58008	34039	0.273833	17924	13588	2527	88
58009	34039	0.274171	17906	13601	2532	88
58010	34039	0.274788	17916	13539	2584	88
58011	34039	0.277109	17832	13549	2658	88
58012	34039	0.276036	17826	13634	2579	88
58013	34039	0.27752	17794	13597	2648	88
58014	34039	0.27727	17785	13632	2622	88
58015	34039	0.279341	17653	13755	2631	88
58016	34039	0.28413	17463	13809	2767	88
58000	34039	0.160434	23992	9172	875	89
58001	34039	0.15779	24112	9112	815	89
58002	17337	0.173502	11840	4978	519	89
58003	17563	0.197802	11302	5574	687	89
58004	17702	0.229324	10487	6311	904	89
58005	17956	0.265594	9715	6944	1297	89
58006	34039	0.266929	18239	13428	2372	89
58007	34039	0.268457	18188	13426	2425	89
58008	34039	0.264829	18370	13309	2360	89
58009	34039	0.263374	18430	13288	2321	89
58010	34039	0.265548	18390	13220	2429	89
58011	34039	0.266062	18340	13285	2414	89
58012	34039	0.26311	18429	13308	2302	89
58013	34039	0.26358	18449	13236	2354	89
58014	34039	0.262082	18516	13204	2319	89
58015	34039	0.261935	18532	13182	2325	89
58016	34039	0.262185	18555	13119	2365	89
58000	34039	0.160434	23992	9172	875	90
58001	34039	0.164077	23791	9326	922	90
58002	17432	0.187041	11532	5279	621	90
58003	17647	0.211339	10970	5895	782	90
58004	17632	0.243251	10084	6518	1030	90
58005	17954	0.288487	9059	7431	1464	90
58006	34039	0.287773	17241	14005	2793	90
58007	34039	0.285188	17452	13759	2828	90
58008	34039	0.286833	17374	13803	2862	90
58009	34039	0.286818	17283	13986	2770	90
58010	34039	0.286774	17377	13801	2861	90
58011	34039	0.285011	17398	13879	2762	90
58012	34039	0.283601	17537	13697	2805	90
58013	34039	0.285716	17318	13991	2730	90
58014	34039	0.284189	17468	13795	2776	90
58015	34039	0.285099	17385	13899	2755	90
58016	34039	0.285834	17327	13965	2747	90
58000	34039	0.160434	23992	9172	875	91
58001	34039	0.159508	24034	9151	854	91
58002	17348	0.179243	11701	5075	572	91
58003	17576	0.204882	11117	5716	743	91
58004	17589	0.237649	10215	6388	986	91
58005	18030	0.276595	9433	7220	1377	91
58006	34039	0.274479	17965	13462	2612	91
58007	34039	0.27492	17941	13480	2618	91
58008	34039	0.274582	17869	13647	2523	91
58009	34039	0.27467	17926	13527	2586	91
58010	34039	0.273128	17954	13576	2509	91
58011	34039	0.274817	17869	13631	2539	91
58012	34039	0.275845	17774	13751	2514	91
58013	34039	0.275346	17890	13553	2596	91
58014	34039	0.271718	18073	13434	2532	91
58015	34039	0.272217	18024	13498	2517	91
58016	34039	0.271718	18068	13444	2527	91
58000	34039	0.160434	23992	9172	875	92
58001	34039	0.15967	24055	9098	886	92
58002	17457	0.180443	11737	5140	580	92
58003	17609	0.208189	11047	5792	770	92
58004	17822	0.24509	10162	6584	1076	92
58005	18105	0.288429	9155	7456	1494	92
58006	34039	0.289359	17184	14011	2844	92
58007	34039	0.288419	17270	13903	2866	92
58008	34039	0.289873	17170	14004	2865	92
58009	34039	0.291195	17142	13970	2927	92
58010	34039	0.291137	17165	13928	2946	92
58011	34039	0.290152	17086	14153	2800	92
58012	34039	0.289007	17185	14033	2821	92
58013	34039	0.288067	17292	13883	2864	92
58014	34039	0.288566	17188	14057	2794	92
58015	34039	0.28742	17328	13855	2856	92
58016	34039	0.285643	17356	13920	2763	92
58000	34039	0.160434	23992	9172	875	93
58001	34039	0.15942	24084	9057	898	93
58002	17327	0.180383	11660	5083	584	93
58003	17558	0.206316	11037	5797	724	93
58004	17749	0.24069	10222	6510	1017	93
58005	17940	0.280379	9260	7300	1380	93
58006	34039	0.27918	17636	13800	2603	93
58007	34039	0.27564	17851	13611	2577	93
58008	34039	0.275184	17984	13376	2679	93
58009	34039	0.2794	17608	13841	2590	93
58010	34039	0.277726	17767	13637	2635	93
58011	34039	0.281648	17557	13790	2692	93
58012	34039	0.282867	17523	13775	2741	93
58013	34039	0.28153	17526	13860	2653	93
58014	34039	0.281045	17622	13701	2716	93
58015	34039	0.283719	17492	13779	2768	93
58016	34039	0.282984	17524	13765	2750	93
58000	34039	0.160434	23992	9172	875	94
58001	34039	0.160727	23996	9144	899	94
58002	17315	0.18097	11654	5055	606	94
58003	17445	0.208111	10959	5711	775	94
58004	17626	0.23922	10232	6355	1039	94
58005	18040	0.280931	9314	7316	1410	94
58006	34039	0.280164	17641	13723	2675	94
58007	34039	0.277946	17739	13678	2622	94
58008	34039	0.279033	17760	13562	2717	94
58009	34039	0.279194	17663	13745	2631	94
58010	34039	0.279312	17635	13793	2611	94
58011	34039	0.278093	17785	13576	2678	94
58012	34039	0.277211	17843	13520	2676	94
58013	34039	0.276785	17755	13725	2559	94
58014	34039	0.27655	17759	13733	2547	94
58015	34039	0.27683	17829	13574	2636	94
58016	34039	0.276359	17805	13654	2580	94
58000	34039	0.160434	23992	9172	875	95
58001	34039	0.161139	23971	9166	902	95
58002	17432	0.182509	11645	5211	576	95
58003	17502	0.211776	10886	5819	797	95
58004	17660	0.244422	10125	6437	1098	95
58005	17859	0.285514	9079	7362	1418	95
58006	34039	0.288845	17233	13948	2858	95
58007	34039	0.285555	17415	13808	2816	95
58008	34039	0.283719	17533	13697	2809	95
58009	34039	0.284409	17463	13790	2786	95
58010	34039	0.285261	17373	13912	2754	95
58011	34039	0.285951	17364	13883	2792	95
58012	34039	0.287171	17344	13840	2855	95
58013	34039	0.289991	17117	14102	2820	95
58014	34039	0.289301	17221	13941	2877	95
58015	34039	0.288302	17143	14165	2731	95
58016	34039	0.290534	17179	13941	2919	95
58000	34039	0.160434	23992	9172	875	96
58001	34039	0.161418	23886	9317	836	96
58002	17628	0.183458	11717	5354	557	96
58003	17507	0.210487	10934	5776	797	96
58004	17866	0.243871	10211	6596	1059	96
58005	18050	0.288255	9134	7426	1490	96
58006	34039	0.28695	17320	13903	2816	96
58007	34039	0.28695	17313	13917	2809	96
58008	34039	0.286715	17329	13901	2809	96
58009	34039	0.285907	17327	13960	2752	96
58010	34039	0.285614	17364	13906	2769	96
58011	34039	0.286686	17341	13879	2819	96
58012	34039	0.285232	17347	13966	2726	96
58013	34039	0.282367	17547	13761	2731	96
58014	34039	0.282162	17501	13867	2671	96
58015	34039	0.279474	17623	13806	2610	96
58016	34039	0.282764	17548	13732	2759	96
58000	34039	0.160434	23992	9172	875	97
58001	34039	0.160008	24038	9109	892	97
58002	17469	0.18009	11718	5210	541	97
58003	17633	0.204673	11141	5766	726	97
58004	17676	0.233594	10364	6366	946	97
58005	17965	0.268717	9613	7049	1303	97
58006	34039	0.269235	18149	13451	2439	97
58007	34039	0.270146	18046	13595	2398	97
58008	34039	0.270219	18121	13440	2478	97
58009	34039	0.269882	18122	13461	2456	97
58010	34039	0.269544	18081	13566	2392	97
58011	34039	0.268339	18208	13394	2437	97
58012	34039	0.270366	18087	13498	2454	97
58013	34039	0.269911	18128	13447	2464	97
58014	34039	0.270763	18117	13411	2511	97
58015	34039	0.269074	18162	13436	2441	97
58016	34039	0.268589	18263	13267	2509	97
58000	34039	0.160434	23992	9172	875	98
58001	34039	0.160052	24049	9084	906	98
58002	17267	0.184977	11448	5250	569	98
58003	17597	0.206711	11071	5777	749	98
58004	17801	0.238077	10347	6432	1022	98
58005	17999	0.278238	9379	7224	1396	98
58006	34039	0.279239	17671	13726	2642	98
58007	34039	0.279165	17709	13655	2675	98
58008	34039	0.278313	17755	13621	2663	98
58009	34039	0.280032	17591	13832	2616	98
58010	34039	0.279297	17705	13654	2680	98
58011	34039	0.280942	17590	13772	2677	98
58012	34039	0.280061	17591	13830	2618	98
58013	34039	0.281545	17562	13787	2690	98
58014	34039	0.281133	17561	13817	2661	98
58015	34039	0.277872	17775	13611	2653	98
58016	34039	0.279973	17678	13662	2699	98
58000	34039	0.160434	23992	9172	875	99
58001	34039	0.161623	23873	9329	837	99
58002	17480	0.183696	11606	5326	548	99
58003	17665	0.206935	11110	5799	756	99
58004	17701	0.239534	10237	6448	1016	99
58005	17950	0.280724	9296	7230	1424	99
58006	34039	0.282088	17547	13780	2712	99
58007	34039	0.283278	17487	13819	2733	99
58008	34039	0.284644	17343	14014	2682	99
58009	34039	0.284718	17467	13761	2811	99
58010	34039	0.284086	17461	13816	2762	99
58011	34039	0.284879	17337	14010	2692	99
58012	34039	0.281368	17549	13825	2665	99
58013	34039	0.28175	17561	13775	2703	99
58014	34039	0.280516	17688	13605	2746	99
58015	34039	0.284086	17369	14000	2670	99
58016	34039	0.285041	17420	13833	2786	99
58000	34039	0.160434	23992	9172	875	100
58001	34039	0.160918	23940	9243	856	100
58002	17360	0.180271	11678	5105	577	100
58003	17598	0.209655	11004	5809	785	100
58004	17662	0.244055	10112	6479	1071	100
58005	18011	0.285909	9183	7357	1471	100
58006	34039	0.284703	17415	13866	2758	100
58007	34039	0.284585	17392	13920	2727	100
58008	34039	0.283263	17498	13798	2743	100
58009	34039	0.283175	17472	13856	2711	100
58010	34039	0.285672	17436	13758	2845	100
58011	34039	0.283748	17453	13855	2731	100
58012	34039	0.282925	17470	13877	2692	100
58013	34039	0.281662	17593	13717	2729	100
58014	34039	0.281589	17495	13918	2626	100
58015	34039	0.280149	17632	13742	2665	100
58016	34039	0.280531	17642	13696	2701	100
